code;product_name;brands;countries_tags;energy_100g;fat_100g;saturated-fat_100g;carbohydrates_100g;sugars_100g;fiber_100g;proteins_100g;salt_100g;sodium_100g
0000087177756;7Up;7Up,Pepsico;en:france;177;0;0;10.4;10.4;;0;0.1;0.039370079
000040608754;Pepsi, Nouveau goût !;Pepsi;en:france;177;0;0;10.4;10.4;0;0;0.0254;0.01
00011501;Marks & Spencer Curiously Strong Mints;Marks & Spencer;en:france,en:united-kingdom;1665;0.5;0.5;96;96;0.1;0.9;0;0
00031858;Pur Soup' Velouté de légumes;Liebig;en:france;188;2.1;0.7;5.3;2.4;0.8;0.8;0.75;0.295275591
00068789;Rollmop Herrings;Marks & Spencer;en:france;725;6.9;1.4;15.2;15.2;0.5;12.1;2.2352;0.88
00076924;Barres Goût Miel Amandes;Balisto,Mars Incorporated;en:france;2181;28.4;11.7;57.6;40.9;3.6;7.1;0.65024;0.256
0014100096979;Chocolate chunk cookies;Pepperidge Farm;en:france;2269;32.4;12.8;57.8;34;5.4;5.1;0.8001;0.315
0014100096986;Chocolate Chunk Dark Double Chocolate Crispy Cookies;Chocolate Chunk,Pepperidge Farm;en:france;2131;25.3;13.9;66.5;34.8;5.8;3.8;0.8;0.31496063
0014100097006;Chocolate Chunk Milk Chocolate Macadamia Crispy Cookies;Chocolate Chunk,Pepperidge Farm;en:france;2230;30.4;14.3;60.1;32.6;4.2;4.9;0.7;0.275590551
0014100099680;Goldfish Cheddar;Pepperidge Farm;en:france,en:united-states;1958;18.1;3.7;64.2;1.4;2.5;11.6;1.9;0.748031496
0014113230018;Almonds;Wonderful;en:france;2406;49.4;3.7;21.7;3.9;;21.2;;
0014113912112;Pistachios salt & pepper;Wonderful pistachios;en:france;2444;46;5.6;17.4;7.8;;21.4;2.5;0.984251969
0014113912341;Pistaches au piment doux;Wonderful;en:france;2390;45.2;5.8;17.3;10.3;0;20;2.4003;0.945
00149228;Amandino blanches;Damiano;en:france;2536;55.4;5;4.6;;;22.2;0.03683;0.0145
00195157;4 stonebread garlic breads;Marks & Spencer;en:france,en:united-kingdom;1330;11.9;6.6;41.4;2.3;3.1;9.3;2.54;1
0020685000959;Hand Cooked Potato Chips Mature Cheddar & Caramelized Onion;Cape Cod;en:france,en:united-kingdom;2095;26.6;2.1;57.1;4.5;4.6;6.1;1.30048;0.512
00213158;Lemon & Ginger Chicken Curry;Marks & Spencer,Count on us;en:france,en:united-kingdom;410;2.4;1.4;9.7;1.6;1.4;8.4;0.4064;0.16
0022314010025;Crème de Marrons de l'Ardèche;clément faugier;en:france;1147;0.8;0.2;63.6;50.2;1.9;1.3;0.01;0.003937008
0024000001645;Ananas en morceaux au jus;Del Monte Quality;en:france;242;0;0;13.1;13.1;0.7;0.3;0;0
0024000010227;Poires demi-fruits au sirop léger;Del Monte;en:france;248;0.1;;14;;;0.2;;
0024000011859;Tranches d'ananas au jus;Del Monte Quality;en:france;242;0;0;13.1;13.1;0.7;0.3;0;0
0024000100201;Purée Tradition Bio;Del Monte;en:france;126;0.1;0;5.6;5.6;1.2;1.19;1;0.393700787
0024000100546;Tomates jaunes entières pelées au jus;Del Monte;en:france;88;0.5;0;3;0;0.9;1.2;0.1;0.039370079
0024000160007;Tranches d'Ananas au jus d'Ananas;Del Monte;en:france;242;0;0;13.1;13.1;0.7;0.3;0;0
0024000165002;Tomates pelées au jus - BIO;Del Monte;en:france;21;0.1;0;3.4;3.1;0.8;1.2;0.1;0.039370079
00248013;6 scotch pancakes;Marks & Spencer;en:france;1192;6.2;0.6;49.2;22.6;1.5;6.7;1.65;0.649606299
00263290;Pain Soft White Farmhouse;Marks & Spencer;en:france;1080;4;1.3;44;3.4;3.5;9.2;0.75;0.295275591
0029757002875;Stevia;Canderel;en:france;1572;0;0;93.87;2.93;0;0.15;0.012954;0.0051
0031290718115;Dark chocolate almond;Godiva;en:france;2333;45;24;28;24;;9;0;0
00323796;British Maris Piper just bake chips;Marks & Spencer;en:france,en:united-kingdom;700;4.7;0.9;28.4;0.9;4.2;2.6;0.127;0.05
00335591;Gluten Free Christmas Pudding;Marks & Spencer;en:france,en:united-kingdom;1242;4.7;2.4;58.1;49.2;3.4;3.1;0.230124;0.0906
0034000448609;Peanut Butter Cups Miniatures;Reese's;en:france;2090;29.5;11.4;59.1;52.3;2.27;9.09;0.75;0.295
0034000449095;Peanut Butter Cups Miniatures;Reese's;en:france;2289;20.7;12.5;58.1;51.7;3.4;3.6;0.7112;0.28
00356398;Jus de pommes et de mangues pressé non à base de concentré;Marks & Spencer;en:france,en:united-kingdom;205;0.1;0.1;11.1;11.1;0.4;0.2;0.254;0.1
00364317;FLAPJACK Mini Bites;Marks & Spencer;en:france,en:united-kingdom;1905;22.3;11.2;54.6;29;4.2;6.9;0.6858;0.27
0037600106009;Beurre de cacahuètes crémeux ;Skippy;en:france;2697;51.6;10;18.8;10.9;4.7;25.3;1.13;0.44488189
0037600106412;Skippy extra-crunchy supercrunch;Skippy;en:france;2679;52.2;10;16.6;9.4;3.8;25.6;0.85;0.334645669
00403139;Black Olive crackers;Marks & Spencer;en:france,en:united-kingdom;2090;24.1;16;62.4;8;2;7;2.032;0.8
00411059;Honey Roasted Cashews & Peanuts;Marks & Spencer;en:france,en:united-kingdom;2475;44.2;9.2;23.8;14.6;6.7;22.4;0.6096;0.24
0041500007229;Classic Yellow Mustard;French's;en:france;290.6;3.9;0.8;4.3;0.9;2.7;4.2;2.794;1.1
0042272008568;Lasagnes aux légumes sans gluten;Amy's Kitchen;en:france;541;5.5;2.7;15;2.4;1.6;5.5;0.762;0.3
0042272008575;Pizza au fromage pâte à base de riz;Amy's Kitchen;en:france;1281;15;4.2;32;4.2;2.2;9.4;1.27;0.5
0042272008605;4 Steaks aux légumes, au quinoa et aux noix;Amy's Kitchen;en:france;510;4.2;0;18;2.8;1.8;3.8;1.524;0.6
00428170;6 garlic bread slices;Marks & Spencer,simply M&S;en:france,en:united-kingdom,en:united-states;1590;19.4;12.8;43.6;3.62;1.49;7.23;1.19;0.468
00457507;Chicken Tikka Masala & Pilau Rice;Marks & Spencer;en:france;650;5.3;2.1;18.2;2.3;0.5;8.2;0.6858;0.27
0046000815213;Mélange aux épices pour Guacamole doux;Old El Paso;en:france;1230;3.4;0.4;54;24;4.3;8.9;18.2;7.165354331
00485418;2 garlic and coriander naans;Marks & Spencer;en:france,en:united-kingdom;1085;1.6;0.2;49.1;4.9;2.9;9.8;1.9812;0.78
0052029000172;Weetabix original;Weetabix;en:france;1498;2;0.6;68.6;4.4;10;11.5;0.65;0.255905512
00522960;4 all butter muffins;Marks & Spencer;en:france;1069;3.1;1.5;43.9;6;2.6;11;0.85;0.334645669
0052302222222;Chocolat au lait aux noisettes entières;Désir Lait,DIPA;en:france;2400;40;15;45;42.5;5;10;0.191;0.075
0052600112751;Marshmallow Fluff;Marshmallow,Durkee;en:france;1382;0;0;81;49;;1;0;0
0052600312755;Marshmallow Fluff Fraise;Marshmallow,Durkee;en:france;1382;0;0;81;49;;1;0;0
00538077;Chicken tikka masala with spiced basmati rice;Marks & Spencer,Count on Us;en:france,en:united-kingdom;430;2;0.6;13.6;3;1.3;6.8;0.406;0.16
00564939;Jelly Belly® jelly beans;Marks & Spencer;en:france,en:united-kingdom;1540;0.1;0.1;90.3;60.8;0.1;0.1;0.0254;0.01
00573924;Double chocolate muffin mix;Marks & Spencer;en:france,en:united-kingdom;1895;16.1;8.2;69.4;46.1;2.4;5.9;0.254;0.1
00587761;fairtrade brazil nut cookies;marks & spencer;en:france;2235;31.7;15.2;54;22.1;2.9;7;0.6858;0.27
00613385;Cashew nuts;Cook with m&s,Marks & Spencer;en:france,en:united-kingdom;2415;43.9;7.8;26.9;5.9;3.3;18.2;0.0254;0.01
00664424;Pressed British Apple & Pear Juice;Marks & Spencer;en:france,en:united-kingdom;195;0.1;0.1;10.4;10.4;0.7;0.2;0.0100076;0.00394
00702317;Smokey Cajun chiken Jambalaya;marks & Spencer;en:france,en:united-kingdom;386;1;0.2;13.9;2;1.5;5.9;0.38;0.149606299
0071567998338;Bertie Bottes Beans;Harry Potter,Jelly Belly Candy Compagny;en:france;1570;0.1;0.1;92;70.4;;0.1;0.1;0.039370079
00722728;Full on flavour - Four cheese & red onion;Marks&Spencer;en:france;2145;28.9;2.3;54.5;2.8;6;5.9;1.524;0.6
0072417152924;Finger l'Original;Cadbury;en:france;2140;24.8;13.5;63.6;39.3;3.1;6.7;0.4;0.157480315
0072417153181;Finger blanc;Cadbury;en:france;2165;27.9;15.4;59.7;31;1.9;6.1;0.6;0.236220472
00742810;croustillant goût fromage;Auchan;en:france;2240;31;14.9;56.6;3.4;3.8;7.7;2.032;0.8
0076840600021;Cookie Dough;Ben & Jerry's,Unilever;en:france;1100;15;9;30;25;;4;0.169926;0.0669
0077330566087;Biscuits à l'avoine et aux canneberges;Royal Dansk;en:france;2077;24;12;63;29;3;5.6;1.09982;0.433
0077377002166;JAVA CURRY SAUCE MIX;House Foods Corporation;en:france;544;10;5;;3;1;2;2.1844;0.86
00808804;filets de cabillaud légèrement panés de farine assaisonnée;Marks & Spencer;en:france,en:united-kingdom;585;6.2;0.5;8.2;1.5;0.8;12.2;0.8636;0.34
00809382;Simply M&S - Baked Beans in a rich tomato sauce;Marks & Spencer;en:france;350;0.4;0.1;13.4;3.7;4.2;4.4;0.6604;0.26
00819367;traditional British porridge oat;Simply Marks & Spencer,Marks & Spencer;en:france;1500;6.2;0.9;63.8;1.2;6.9;10.9;0.0254;0.01
00819657;New Zealand Clover Honey;Marks & Spencer;en:france,en:united-kingdom;1393;0.2;0.2;81.5;80.8;0.5;0.1;0.100076;0.0394
00819671;Wild Flowers Honey;Marks & Spencer;en:france,en:united-kingdom;1393;0.2;0.2;81.5;80.8;;0.1;0.100076;0.0394
008295616241;Balsamic vinegar of Modena;De Nigris;en:france;63;0;0;;3;0;;0;0
0084909103635;Frozen Fresh Durian;Cock Brand;en:france;687;3.21;0;31.4;0;1.43;2.14;0;0
00852067;Sicilian Lemon Curd;Marks & Spencer;en:france;1595;16.4;10.7;55.4;55;0.1;2.7;0.4064;0.16
00854467;Vanilla Bean & Maple Syrup Smoothie;Marks & Spencer;en:france,en:united-kingdom;932;2.2;1.6;15.4;11.7;0.6;2.6;0.150114;0.0591
00854474;Vanilla bean & maple syrup smoothie;Marks & Spencer;en:france,en:united-kingdom;392;2.2;1.6;15.4;11.7;0.6;2.6;0.150114;0.0591
00901765;Curiously strong mint Gum;Marks & Spencer;en:france,en:united-kingdom;750;;;;;;;;
00945653;chestnut mushroom soup;Marks & Spencer;en:france;175;2.6;1.6;2.4;0.8;1;1.7;0.4826;0.19
00989688;Chicken Saaq Masala;Marks & Spenser;en:france;477;5.2;1;3.2;2.6;2.6;12.3;0.65;0.255905512
00994835;Black Forest Christmas Pudding;Marks & Spencer,Marks & Spencer Collection;en:france,en:united-kingdom;1299;7.3;3.4;56.1;43.1;3;3;0.100076;0.0394
00994897;Cranberry & Clementine Christmas Pudding;Marks & Spencer,Marks & Spencer Collection;en:france,en:united-kingdom;1333;6.4;3.2;60.5;40.3;2.7;2.7;0.230124;0.0906
01171969;Nutella;Ferrero;en:france,en:italy;2273;31.6;10.9;57.3;56.7;3.4;6;0.09398;0.037
013935620236;Boisson au soja;Amofood;en:france;235.2;0.8;;10.2;8.2;;2;0.08636;0.034
0140164;Super Soft Wholemeal (thick slices);Marks & Spencer;en:france;993;3;0.8;38;3.9;6.6;10.8;0.93;0.366141732
014100096986;Chocolate Chunk Double Chocolate Crispy Cookies;Pepperidge farm,Chocolate chunk;en:france;2130;25.3;13.9;66.5;34.8;5.8;3.8;0.8001;0.315
014100097006;Chocolate Chunk Milk Chocolate Macadamia Crispy Cookies;Pepperidge farm,Chocolate Chunk;en:france;2229;30.4;14.3;60.1;32.6;4.2;4.9;0.70104;0.276
014100097013;Chocolate CHUNK white chocolate macadamia;Pepperidge farm;en:france;2238;58.7;30.4;31.3;13.9;3.6;5;0.8001;0.315
014100097068;Oatmeal Raisin;Soft Baked,Pepperidge Farm;en:france;1753;14.5;4.8;74.2;41.9;6.5;6.5;0.7366;0.29
014113911719;Pistaches grillées sans sel Wonderful;Wonderful;en:france;2388;46;5.6;27.7;7.8;;21.4;0;0
014113912853;Pistaches XXL grillées salées;Wonderful;en:france;2444;46;5.6;17.4;7.8;;21.4;1.3;0.511811024
01425587;Bisque de Homard;Deluxe,Lidl Stiftung & Co. KG;en:france;181;2.1;0.7;3;0.7;0.5;3.1;0.58;0.228346457
014816001007;Vinaigre basalmique bio;Bioitalia;en:france;444.9;0;;27.2;;;0.7;;
01492262;Chips saveur spicy (CODE BARRE ERRONNÉ);Lay's;en:france;2233;32;2.8;53;3.6;4.3;6.2;0.99;0.38976378
016229004019;Extrait de noix de coco;Savoy;en:france,en:united-states;916;22.5;20.8;2.85;0;0;2.06;0.039878;0.0157
016229004507;Foco basil seed drink;Foco;en:france;266;0;0;15.8;13.3;0.303;0;0.0231;0.00909
016229906191;Pate de curry vert;Aroy-D;en:france;560;6.67;3.33;13.3;6.67;6.67;0;14.7;5.8
01633085;Fior di Napoli;Fior di Napoli;en:france;1130;22;;1;;;17;0.2032;0.08
0184210063748;La Choucroute du temps retrouvé;stoeffler;en:france;568;11;3.9;1.6;0;2.3;6.8;1.30048;0.512
019086017892;Thon fumé;PETIT NAVIRE,MWBrands/Ets Paul Paulet;en:france;720;6.5;;0.5;;;28;;
0201112677887;Saint Albray ® (33% MG) - 200 g;Saint Albray;en:france;1527;33;24;1;0;;17;1.30048;0.512
0201556053209;Filet mignon de porc surgelé Picard;Picard;en:france;448;2;;0;;;22;;
0205113039958;Casino filet de merlan pané;Casino;en:france;897;8.8;1.84;20;0.88;1.12;13.6;0.345;0.136
0205547024605;Emmental français;Casino;en:france;1495;28;20;0.1;0.1;0;27;0.7;0.275590551
0217637034708;Cuisses de Poulet Rôties ;Le Gaulois;en:france;741;11;3;1.1;0.7;0.5;19;1.4097;0.555
0222222891697;Boisson au riz nature La Vie Claire;La vie claire;en:france;232;1.1;0.1;10.5;9.5;0.7;0.4;0.1016;0.04
02231401630;Marpom's fraise;Clément Faugier;en:france;753;0.3;;42.8;;;0.8;;
0227628013582;Muesli céréales et fruits secs;Biothentic;en:france;1683;8.1;;66.2;;;10.3;;
02448767;Bifidus Ananas (4 x) ;Milbona,Lidl Stiftung & Co. KG;en:france;407;2.6;1.7;14.5;14.2;1.4;3.1;0.13;0.051181102
02563374;16 Mini Blinis;Sélection Intermarché,Odyssee;en:france;1204;14.2;5.9;33.6;3;2.4;6.3;1.2954;0.51
0260050011481;Boule bio Campanière;Campanière,Intermarché;en:france;1013;0.8;0.1;48.9;2;;7.4;1.5;0.590551181
0260051011480;Pain complet bio Campanière;Campanière,Intermarché;en:france;979;1.3;0.2;43.3;2.6;;8.5;1.4;0.551181102
0270190127529;Confiture d'abricots Bio;Carrefour;en:france;1036;0.3;;60;;;0.3;;
0278691220015;Fromage Frais nature;Malo;en:france,en:french-guiana;293;3;2.1;4.4;4.4;;6;0.2286;0.09
0287458041063;Filets de poulet fermier jaune;Carrefour;en:france;454;0.7;;0;;;25;;
0287516019812;Comté AOP Bio (34 % MG) ;Carrefour BIO,Carrefour;en:france;1740;34;23;0.6;0.5;1.6;27;1.27;0.5
0292430046646;2 Pavés Grand Cru;Charal;en:france;465;2;;0;;;23;;
0292451065510;2 tournedos dans le filet;Charal;en:france;465;2;;0;0;0;23;0;0
0292451065923;2 Tournedos dans le filet;Charal;en:france;465;2;0.9;;;;23;0.2;0.078740157
0292451069181;2 tournedos dans le filet;Charal;en:france;465;2;;0;;0;23;0;0
0292452024530;1 Faux-Filet persillé & savoureux;Charal;en:france;633;7;3.4;0;0;;22;0.2;0.078740157
0292471014635;1 bifteck;Charal;en:france;465;2;0.9;0;0;;23;0.199898;0.0787
029801025036;Gaufrettes fines;Belgian Butters;en:france;2056;21;13;69;36;1.7;6.1;0.52;0.204724409
03277924;Huile d'Olive Vierge Extra Classico;MONINI;en:france;3700;100;15;0;0;0;0;0;0
033490191023;Gervais maxi framboise abricot;DANONE;en:france;403;2;1.4;12.6;12.6;0.3;6.6;0.0762;0.03
034000441037;Peanut butter cups;Reese's;en:france;2299;31.2;11.9;53.5;50.2;;10.2;0.762;0.3
036537293011;Dattes Deglet Nour;Paquito,Sélection Intermarché;en:france;1248;0.3;0.1;66.4;63.4;10.8;2;0.00762;0.003
037600209571;SPAM chopped pork and ham;Hormel;en:france,en:united-kingdom,en:united-states;1209;24.3;9.7;3.2;1.3;;15;3.302;1.3
04158019;Nutella (780g);Nutella;en:france;2273;31.6;;57.3;;;6;;
046000815213;Mélange d'épices pour guacamole;Old El Paso;en:france;1230;3.4;0.4;54;24;4.3;8.9;18.4404;7.26
048001270305;Skippy Smooth;Skippy,Unilever;en:france;2610;49.4;;23.8;;;22.2;;
04930259;Atomic;Carambar;en:france;1700;6.2;6.2;83.9;65.4;0;0.5;0.0127;0.005
055030325142;Eau zest citron;Volvic;en:france;21;0;0;1;1;;0;;
05784015;Fourré chocolat noir Bio;Bjorg;en:france;2010;20.3;7;64.7;27;4.8;7.1;0.5;0.196850394
0613008734541;Green Tea Zero;Arizona;en:france;1;0.1;;0.1;;;0.1;;
0613668024501;beurre de cacahuète creamy peanut butter;mississipi belle;en:france;2616;50;11;22;9;6;25;1.03124;0.406
0635684;Wholemeal pittas enriched with extra virgin olive oil;Marks & Spencer;en:france;1075;2.6;0.7;45;4.4;5.5;10;0;0
06510316;Tableau d'honneur Chocolat au lait et Noisettes (PROBLEME CODE BARRE);Chabrior;en:france;2122;23.8;14;65;33.7;;7.1;0.58;0.228346457
066721010827;HoneyMaid P'tite Abeille;Kraft;en:france;1970;11.8;2.94;76.5;23.5;5.88;5.88;1.72;0.676
068155073010;Worcester sauce;Heinz;en:france;359;0.3;;18.1;;;0.9;;
06906001;Cornichons Extra Fins Cueillis main 400 g;Maille,Unilever;en:france;60;0.5;;1.5;;;1;;
070177264888;Twinings fresh thé vert menthe;Twinings,Foods International;en:france;17;0.1;0.1;0.5;0.5;0.5;0.3;0;0
070177287009;Twinings fresh thé vert citron;Twinings of London;en:france;17;0.1;0.1;0.5;0.5;0.5;0.3;;
0707966789788;Boisson de mango;Star;en:france;296;0;0;17.5;16.2;0.417;0;0.0529;0.0208
07111686;cuisine Echalotes & Ciboulette (20 % MG);Boursin,Bel;en:france;880;20;;5.5;;;3;;
072417146831;Z'Animo;Cadbury;en:france;2050;22.3;11.8;64.8;28.6;2.1;7.2;0.6096;0.24
07283244;100 % cacao;Nestlé dessert;en:france;1603;21;13;17.3;0.4;28;18.1;0.3556;0.14
073585;Café soluble qualité filtre;Belle France;en:france;513;0.1;0.1;8.2;8.2;22.9;11.2;0.254;0.1
073755603888;Lait de Coco;Ayam;en:france;882;21;19;3.7;2.7;0.8;2.1;0.059944;0.0236
076084932100;Special K nature;Kellogg's;en:france;1588;1.5;0.3;79;17;4.5;9;1;0.393700787
078935005469;Snackbread;Ryvita;en:france;1670;6.67;0;73.3;6.67;6.67;13.3;1.19;0.467
07900001555;cassonade;Erstein;en:france;1674;0;;100;;;0;;
08014283;Nutella;Ferrero;en:france,en:switzerland,en:united-states;2273;31.6;10.9;57.3;56.7;3.4;6;0.09398;0.037
08125105;Cappellettis Tofu, Epinards Bio - 220 g - Céréal Bio;Céréal bio,Bio Express;en:france;448;3.3;0.6;13.8;4.6;3.1;3.9;1.0922;0.43
084909104175;Jus de coco congelé;Cock Brand,Marque Coq;en:france;201;0.7;0.5;10;10;;0.3;0.2;0.078740157
088179052006;croque vital;fit for fun,seeberger;en:france;2444;47;6;8.2;2.3;7;30;0.01;0.003937008
090478410029;Jarritos Tamarind;Jarritos;en:france;157;0;0;9.17;9.17;;0;0.0476;0.0187
095111650107;Le Bâtonnet Moelleux;Fleury Michon;en:france;481;4.5;0.4;10.5;3;0.5;8;1.8;0.708661417
09705760;Poêlée Campagnarde;U;en:france;627;7.5;2.7;14.2;1.8;3.5;4.7;0.8128;0.32
0992695;Mini Sour JELLY BEANS;marks&spencer;en:france;1582;1;0.8;90.9;57.7;0.6;0.1;0.08;0.031496063
0992732;Mini Fruity JELLY BEANS;marks&spencer;en:france;1588;1;0.8;90.9;60.6;0.5;0.1;0.05;0.019685039
10023594;Nouilles aux oeufs - 250 g - Suzi Wan;Suzi Wan;en:france;1534;3;0.7;70;3.5;2.5;12.5;0.762;0.3
10217603;Purée de pomme coing sans sucres ajoutés;Materne;en:france;222;0.6;0.5;10;9.3;;0.5;0.0100076;0.00394
10218870;Biscuits petit déjeuner céréales & pépites de chocolat;Délices de Kerloch,Lidl;en:france;1890;16.5;3.5;62.5;19;9;8.5;0.9652;0.38
10248161;Moutarde de Dijon Fine et forte;winarom;en:france;623;11.5;0.8;3.2;2.7;;7.2;6.5;2.559055118
103106;Prenium CTC leaf black tea;Madupatty;en:france;502;;;4;;;19;;
1033096853556;Activia;Danone;en:france;261;3.44;2.24;4.4;4.4;0;3.44;0.122;0.048
10744204;Dimes apricot;Dimes;en:france;231.4;0.2;0.2;13.1;13.1;0.5;0.32;0.0071882;0.00283
1092115101306;Sirop de grenadine;Teisseire;en:france;1394;0.1;;82;;;0.1;;
11118787;Jus d'orange à base de concentré;Vitafit;en:france;181;0.06;0.02;8.8;8.8;0.7;0.7;0.0254;0.01
11152149;Flocon d'avoine complets bio;bjorg;en:france;1531;7.1;1.3;57.9;1.7;11.3;11.4;0.127;0.05
11552963;Cuillers Dégustation;Brossard;en:france;1506;5.9;1.9;66.8;47.4;1.1;8.4;0.508;0.2
11681649;Brownie au chocolat;Nestlé;en:france,fr:europe;1928;15.2;9;74.2;57.3;4;4.2;0;0
1168837371782;3D's Bugles, Goût Fromage (Format Familial);Bénénuts,PepsiCo,Bénénuts 3D's Bugles;en:france;2240;32;2.5;56;4;2.1;5.5;2.0066;0.79
11717231;Farine de blé;Dia;en:france;1433;1.3;0.2;70;1.5;3.5;9.8;0;0
11816128;Mousse de crème fouettée;Carrefour;en:france;604;11.5;7.5;3.6;3.6;0;6.9;0.0762;0.03
11829730;Mesclun;Florette;en:france;75;0.5;0.11;0.5;0.18;1.49;2.2;0.17399;0.0685
1201296720002;Chips salées;IKEA;en:france;2092;27;2.5;56;0.8;;8.3;1.3;0.511811024
12099481;Boulghour à la Tunisienne cuisiné au Raz-El-Hanout Bio - 220 g - Céréal Bio;Bio Express,Céréal Bio;en:france;698;5.6;0.8;19.4;2.1;7.4;6;1.0668;0.42
12101235;Tomates entières pelées au jus 765 g;Leader Price;en:france;80;0.4;0.2;2.1;1.9;1.3;1.1;0.4572;0.18
1210740610271;Moutarde fine et forte;amora;en:france;502;7;0.5;5;2.5;;5;7.6;2.992125984
12168989;Yaourts nature;U;en:france;178;1;0.6;4.3;4.3;0;4;0.1;0.039370079
1222177480976;Biscuits matin abricot, amande et pépites de chocolat;Casino;en:france;1987;20;9;63;29;5;8;0.889;0.35
12312334;Les Crozets, Génépi;Alpina;en:france;1550;2.7;0.8;71;2.8;2.7;13;0.10414;0.041
12361175;pur jus d'orange, mandarine, raisin blanc;U;en:france;222;0.2;0;12;12;0.2;0.5;0.0254;0.01
1242171100410;Riz Cantonnais 300 g;SFS;en:france;839;5.3;0.9;30;1.7;;7;1.35;0.531496063
12585663;Pain de mie Complet (14 Grandes tranches);Belle France,Francap Distribution;en:france;1037;3;0.4;44;5;6;8;1.143;0.45
1270568833245;12 crevettes apéritives;Picard;en:france;1120;16.3;6.7;16.6;5.5;0.7;13.5;1.6764;0.66
12727292;L'Original Tartare, Ail & Fines Herbes (12 Portions) - (32,2 % MG);Tartare;en:france;1400;32;22;3.33;3.33;;9.33;1;0.394
128010027005;Superlevures paillettes;gayelord Hauser;en:france;1329;5;1.1;12;2;24;44;0.2;0.078740157
12822874;Lentilles cuisinées à l'Auvergnate - 820 g - Raynal et Roquelaure;Raynal et Roquelaure;en:france;455;3.5;1.3;11;1;3.5;6.5;0.7874;0.31
13214;Haricots verts extra-fins, cueillis et rangés mains;Auchan;en:france;78;0;0;2;1;2.3;1.5;0.762;0.3
13297703;Panier de Yoplait (Pêche, Poire) 4 Pots;Yoplait,Panier de Yoplait;en:france;416;2.6;1.7;14.5;14;0.4;3.2;0.1524;0.06
14101885;Tropicana essentials antioxydant orange-grenade-cassis;Tropicana;en:france;251;0;0;13.2;13.1;1.2;0.5;0;0
14119309;Tahin;Sebahat;en:france;2736;56;;10.81;;;26.8;;
14239843;Ice tea tropical;Lipton;en:france;80;0;0;4.5;4.4;;0;0.04;0.015748031
14272135;St Hubert Oméga 3 (Doux, Tartine et Cuisson), (54 % MG);St Hubert,St Hubert Oméga 3;en:france;2804;54;15.4;0.1;0.1;0;0.1;0.3556;0.14
14273278;Courmayeur;Courmayeur;en:france;0;0;0;0;0;0;0;0.001524;0.0006
14630042;Velouté de légumes Saveurs du Sud;Carrefour,Carrefour BIO;en:france;184;2;0;4.5;2.5;2;1;0.6096;0.24
15600703;Bonbons goût fruit;Carrefour;en:france;956;0;0;95.5;0.2;0;0;0;0
1560478457335;Coleslaw 300 g;Carrefour;en:france;343;5.4;0.6;6.5;5.6;1.9;1;0.9144;0.36
15673145;Deep Ridged nature;Lay's;en:france;2280;32;2.5;53;0.4;4;8;3.302;1.3
15817587;Haricots rouges façon Chili (Erreur code barre);Bonduelle;en:france;310;0.9;0.3;8.9;1.7;4.6;5.2;0.8;0.31496063
161710018621;Céréales gourmandes;Tipiak;en:france;1569;6.4;;65.7;;;18;;
16181128;St Hubert Oméga 3 (Doux, Tartine et Cuisson), (54 % MG);St Hubert,St Hubert Oméga 3;en:france;2004;54;15.4;0.1;0.1;0;0.1;0.3556;0.14
16277;Pur Chèvre (13 % MG);Dia;en:france;690;13;;3;;;6;;
165957058010;Filets de Maquereaux (À la Moutarde);Saupiquet;en:france;828;16.5;3.4;0.8;0;0.6;11.3;1.27;0.5
16615102;Sablés Apéritif au parmesan et aux graines de moutarde;Michel et Augustin;en:france;2155;29.5;;48.5;;;10.5;;
166640247592;Mimolette jaune;Carrefour;en:france;1864;25;18;;;;25;2;0.787401575
168893125290;Wahoo fumé;Armoric;en:france;432;0.2;0.1;0.9;0.4;;24.1;0.29972;0.118
17028001;Crème aux oeufs saveur Vanille NETTO;NETTO;en:france;714;7.5;;21.2;;;4.5;;
17116844;prince - chocolat blanc;prince,kraft foods;en:france;1985;17;5.9;72;35;2;5.9;0.635;0.25
17922265;Oranges Pressées;Andros;en:france;201;0.1;;11;9;0.4;0.6;0.0254;0.01
181232121736;Prêt à cuisiner à la bolognaise;Charal;en:france;907;15.5;;4.1;;;15.5;;
184340000320;Petit Beurre Epeautre;Pural;en:france;1941;17;10;66;22;6.1;8.7;1.00076;0.394
18752090;Fécule de maïs;Marque Repère,Tablier Blanc;en:france;1520;0.5;0;88;0;0;0.5;0.1778;0.07
1901516740000;Ekologisk Sas Tomat;Ikea;en:france,en:united-kingdom;310;3.5;0.3;8.5;5.5;;1.5;0.83058;0.327
2000000000087;Pommes Frites Sauce;McDonald's;en:france;786;15;1;12;7.8;0.4;0.5;2;0.787401575
2000000000088;Royal Cheese;McDonald's;en:france;1070;13.5;6.77;17.4;4.83;1.45;15.5;1.26;0.495
2000000000091;Best Stawberry-cheesecake;Picard;en:france;1120;15.4;10.1;29.7;23.7;0.667;2.11;0.141;0.0556
2000000000092;Brasserie burger;Jacquet;en:france;1151;5;0.5;49;4.5;1.5;7.5;1.1938;0.47
2000000000093;Crumpets;Regent's park;en:france;791;1;0.3;38.3;2.6;2.3;5.6;2.032;0.8
2000000000094;palmier pur beurre;Picard;en:france;2004;19.3;12.3;67.5;22.8;1.7;8.1;1.0668;0.42
